,ATAC_pre_tTreg.bw_TnG500_matrix,ATAC_Treg.bw_TnG500_matrix,ATAC_tTreg.bw_TnG500_matrix,Chips.bw_TnG500_matrix,Cutruns.bw_TnG500_matrix,Foxp3_Chipseq_Treg.bw_TnG500_matrix,H3K27ac_Cd4CreSatb1CKO_pre_tTreg.bw_TnG500_matrix,H3K27ac_pre_tTreg.bw_TnG500_matrix,H3K27ac_Treg.bw_TnG500_matrix,H3K27ac_tTreg.bw_TnG500_matrix,H3K27me3_pre_tTreg.bw_TnG500_matrix,H3K27me3_Treg.bw_TnG500_matrix,H3K27me3_tTreg.bw_TnG500_matrix,H3K4me1_pre_tTreg.bw_TnG500_matrix,H3K4me1_Treg.bw_TnG500_matrix,H3K4me1_tTreg.bw_TnG500_matrix,H3K4me3_pre_tTreg.bw_TnG500_matrix,H3K4me3_Treg.bw_TnG500_matrix,H3K4me3_tTreg.bw_TnG500_matrix,MBD_pre_tTreg.bw_TnG500_matrix,MBD_Treg.bw_TnG500_matrix,MBD_tTreg.bw_TnG500_matrix,Fp3_act.bw_TnG500_matrix,Fp3_res.bw_TnG500_matrix,Kik_act.bw_TnG500_matrix,Kik_res.bw_TnG500_matrix,FPD.bw_TnG500_matrix,SMC1a.bw_TnG500_matrix,CC_TnG_SMC1a500_refined_matrix
0,0.1097782376237624,0.06951095049504949,0.10685420792079205,0.45942877524752473,0.9168118811881186,0.48130649504950485,0.7536228613861385,0.32509951485148514,0.2782612475247524,0.41435285148514844,0.20000797029702966,0.14664825742574253,0.14123755445544556,0.3267144455445545,0.34697716831683184,0.40317382178217814,0.40127901980198033,0.5692703465346535,0.3837810495049506,0.022477920792079203,0.06236206930693068,0.038959237623762376,0.0,0.0032696534653465347,0.00999770297029703,0.0038210297029702975,0.0,0.12022435643564354,0.12022287128712868
1,1.6145980198019805,1.9591207920792084,2.3472534653465345,0.07933536633663364,0.33290891089108915,0.2117162376237625,0.7531229702970301,1.8499831683168335,2.2215960396039613,3.2607746534653455,0.0,0.00702217821782178,0.0,0.1807564356435643,0.09947524752475242,0.13180257425742573,0.43476990099009905,0.3199221782178217,0.2885584158415842,0.010302376237623763,0.009354653465346535,0.003996039603960395,1.776781782178217,1.5094554455445537,0.9537641584158414,1.1535687128712868,0.031264356435643556,0.4610316831683174,0.41869306930693106
2,0.958278900990099,0.8705992970297032,0.5450653465346534,0.1437016831683168,0.20018772277227717,0.3286664554455447,0.23319702970297027,0.828698118811881,0.7091267326732684,0.8588444950495049,0.0,0.0037175049504950494,0.0,0.21244114851485157,0.10982314851485149,0.12018047524752477,0.14155827722772288,0.04911475247524751,0.09320477227722769,0.0,0.0,0.0,0.42203271287128763,0.7101408316831683,0.1899540594059406,0.5823373465346533,0.10035623762376236,0.3329760396039605,0.413170495049505
3,3.46895104950495,6.398220059405941,3.7821392871287127,1.20913005940594,7.5823704356435675,6.317175504950499,5.939983752475247,3.61416297029703,3.121386415841588,2.426323227722772,1.8567539108910884,1.5947407524752477,1.5007787425742574,2.7010254356435652,5.552533326732672,4.580032207920792,5.85220991089109,5.564910178217823,6.0878006534653455,0.2538118811881188,0.7940441584158417,0.25972338613861384,1.8681512079207923,3.2416067722772266,3.1212476237623776,3.18229510891089,13.034983267326718,0.13591019801980198,0.1359108910891089
4,0.7547782178217822,1.5151188118811878,1.1971485148514847,0.18994435643564359,0.30077762376237616,0.8711516831683167,0.8211376237623762,1.7912198019801981,2.0460316831683163,1.8023772277227714,0.0,0.0,0.011904217821782175,1.0898425742574258,0.6706574257425741,0.8379257425742574,0.050452930693069324,0.0,0.09674702970297028,0.0,0.0,0.0,0.9150221485148519,0.5322206930693071,0.6711910891089109,0.26358942574257427,0.0,0.9499128712871288,1.305970297029703
5,0.1678518811881189,0.13831728712871297,0.3098136633663366,0.06288936930693066,0.10512821782178217,0.15409724752475237,0.06426601980198021,0.26830712871287127,0.39174326732673265,0.2743025742574261,0.0,0.0,0.004593297029702971,0.13375343564356423,0.28838415841584175,0.1010799900990099,0.010386316831683166,0.022604237623762374,0.0,0.10911108910891087,0.06359069306930691,0.08544039603960397,0.2649556435643565,0.1435145544554456,0.1985054257425743,0.10038710891089112,0.29776088118811883,0.0,0.0
6,3.1116514158415853,2.676206891089109,2.290487326732673,1.2120819801980198,1.375461782178218,5.691109009900988,5.3477576237623765,3.4133767326732665,3.5060337623762368,3.0630396039603944,47.44606435643565,21.87932079207921,26.413487128712863,3.025240297029703,4.403523564356435,4.827855841584157,5.418871980198022,4.875924356435642,5.597931683168318,0.3651168316831681,0.5786207920792077,0.41560297029702964,0.41752554455445545,0.5389536633663365,0.8710018811881186,0.8309082178217825,4.913496336633665,0.04704831683168315,0.04704831683168315
7,1.5815702970297025,1.6071811881188116,1.3699177227722763,0.19934237623762377,0.148930495049505,0.54557702970297,0.2897196435643566,1.6225900990099003,1.723051485148515,1.6835089108910888,0.036482871287128696,0.008963425742574254,0.009186554455445544,0.842908910891089,0.5321029702970296,0.561669405940594,0.017805257425742568,0.04055405940594058,0.0673213861386139,0.0,0.0,0.0,1.7802600990099016,1.4504520792079203,1.3006843564356427,0.9743044554455438,0.0017548514851485149,0.34122960396039614,0.35461277227722776
8,1.333220792079208,3.568099009900988,2.557078217821782,0.2304880198019802,0.367949306930693,1.5287851485148514,0.6108051485148518,0.7560623762376238,4.665064356435645,3.3500465346534645,0.0,0.009913584158415839,0.009071584158415842,1.3523643564356436,0.839092079207921,1.093653465346535,0.08160658415841587,0.0794547227722772,0.04781738613861385,0.010114752475247523,0.0,0.0,2.600538811881187,2.0751581188118804,1.7057900990099004,1.3495871287128716,0.0990417821782178,0.9697267326732673,0.947139603960396
9,0.1350015445544556,0.7664386138613859,0.4228753465346535,0.11556355445544556,0.30662039603960384,0.22505475247524745,0.025412613861386137,0.04504559405940598,0.5272574257425742,0.3362930693069307,0.0018919801980198019,0.06882279207920794,0.014468831683168315,0.02985122772277228,0.4505465346534652,0.18645807920792087,0.10386257425742573,0.027034653465346527,0.019615227722772275,0.011051910891089112,0.008315138613861385,0.0,1.128441277227723,0.5040393069306929,0.48426765346534656,0.15203015841584167,0.07174049504950494,0.12253613861386144,0.10779475247524747
