,ATAC_pre_tTreg.bw_nonTnG500_matrix,ATAC_Treg.bw_nonTnG500_matrix,ATAC_tTreg.bw_nonTnG500_matrix,Chips.bw_nonTnG500_matrix,Cutruns.bw_nonTnG500_matrix,Foxp3_Chipseq_Treg.bw_nonTnG500_matrix,H3K27ac_Cd4CreSatb1CKO_pre_tTreg.bw_nonTnG500_matrix,H3K27ac_pre_tTreg.bw_nonTnG500_matrix,H3K27ac_Treg.bw_nonTnG500_matrix,H3K27ac_tTreg.bw_nonTnG500_matrix,H3K27me3_pre_tTreg.bw_nonTnG500_matrix,H3K27me3_Treg.bw_nonTnG500_matrix,H3K27me3_tTreg.bw_nonTnG500_matrix,H3K4me1_pre_tTreg.bw_nonTnG500_matrix,H3K4me1_Treg.bw_nonTnG500_matrix,H3K4me1_tTreg.bw_nonTnG500_matrix,H3K4me3_pre_tTreg.bw_nonTnG500_matrix,H3K4me3_Treg.bw_nonTnG500_matrix,H3K4me3_tTreg.bw_nonTnG500_matrix,MBD_pre_tTreg.bw_nonTnG500_matrix,MBD_Treg.bw_nonTnG500_matrix,MBD_tTreg.bw_nonTnG500_matrix,Fp3_act.bw_nonTnG500_matrix,Fp3_res.bw_nonTnG500_matrix,Kik_act.bw_nonTnG500_matrix,Kik_res.bw_nonTnG500_matrix,FPD.bw_nonTnG500_matrix,SMC1a.bw_nonTnG500_matrix,CC_nonTnG_SMC1a500_refined_matrix
0,5.012138613861386,4.3636732673267336,5.268940594059407,0.1329249504950495,0.963699801980198,0.37860891089108895,0.9666549504950492,2.927398514851486,3.538949702970298,4.528630693069306,0.0025901980198019797,0.0,0.0,0.03505099009900991,0.027346138613861384,0.1116132673267327,1.3733772277227723,1.408515346534653,1.1498491089108913,0.0,0.0,0.0,10.099265346534654,8.487036633663367,6.915233663366342,6.565524752475248,0.015632277227722768,0.47097821782178256,0.4829950495049509
1,3.812871287128712,4.0131980198019805,4.571811881188118,0.09106413861386142,0.2733306930693069,0.15294213861386136,0.3962870297029704,1.3159445544554453,1.5682365346534661,1.9949247524752474,0.0,0.007682930693069304,0.0327653663366337,0.21466697029702972,0.1550352475247525,0.18698207920792081,2.1308147524752465,1.4425318811881187,1.6093194059405929,0.0,0.005820495049504951,0.0,4.2526574257425755,3.5611772277227725,3.0178009900990075,2.5442431683168314,0.032248712871287125,0.3972782178217826,0.41756039603960426
2,4.532649504950496,4.080564356435644,5.533435643564357,0.6117543564356435,0.6045018811881187,1.4646981188118808,1.696236138613861,3.240653465346535,6.727613861386136,6.780886138613864,0.022590643564356437,0.006133960396039603,0.008038247524752474,0.20042266336633663,0.18674923762376244,0.1471487722772277,1.750530792079208,1.4483637623762373,1.4334409306930689,0.0,0.0,0.0,4.692205940594061,3.513805940594061,3.1402029702970298,3.071064356435643,0.02961771287128712,0.7042003960396047,0.6722133663366344
3,3.95000891089109,3.9887603960396034,5.279017821782179,0.1592817821782179,0.13140188118811882,0.27197999999999994,1.547931287128712,3.9543405940594045,4.5916267326732685,5.365925742574256,0.04865118811881191,0.0,0.017227326732673267,0.059708881188118804,0.1064529306930693,0.08450962376237627,4.821046534653466,3.0001198019801985,3.600057425742573,0.0,0.0,0.0,3.381663663366337,2.289461485148514,1.9640235643564357,1.7990267326732672,0.026326930693069298,1.3435306930693067,1.149560396039604
4,2.471450495049505,2.2545287128712865,2.835418811881188,0.5923675247524751,0.7534138613861384,0.7829796039603959,0.31546950495049536,0.9032831683168325,1.822724752475247,1.35859900990099,0.009459405940594058,0.01983168316831683,0.0,0.22821168316831683,0.24016970297029716,0.3088439603960396,0.9543467326732666,0.5830074257425748,0.5650588118811884,0.0,0.0,0.017981782178217824,2.9022372277227726,2.521914455445544,2.0271510891089095,2.0939564356435656,0.05264732673267326,0.7715237623762373,0.7067089108910897
5,4.180247524752474,4.634,4.675029702970298,0.22646072277227725,1.3465562376237625,0.41633306930693065,0.392177485148515,0.667724732673267,1.7287049504950491,1.9403060396039586,0.008107524752475248,0.00532920792079208,0.007062168316831682,0.11041500990099007,0.09862885148514851,0.11180532673267324,0.6497262673267327,0.40471079207920796,0.5230865544554457,0.00026544554455445546,0.0,0.0,7.047975247524755,6.148826732673265,5.004399702970297,4.559575940594058,0.029618118811881183,0.8153059405940596,0.574952475247525
6,4.429552475247526,4.107057425742576,5.296247524752474,0.1062046534653466,0.46431683168316823,0.23247148514851476,1.8119911881188115,3.7218455445544536,5.380019801980201,6.641277227722771,0.0,0.0,0.0,0.07970000000000002,0.09046346534653464,0.12001178217821783,1.1039685148514846,1.4382958415841587,0.9759332673267327,0.007180297029702968,0.0008661188118811881,0.005078178217821783,4.849746257425742,3.907716237623761,3.3571606930693045,3.141425940594057,0.006580594059405941,0.5070316831683176,0.44567128712871307
7,0.4458500990099013,0.34075423762376233,0.2778397029702967,0.09119871287128709,0.2999041584158416,0.34589910891089093,0.13436847524752474,0.09974007920792087,0.23319731683168338,0.10610112871287128,0.203762079207921,0.09169889108910895,0.07463910891089107,0.12322724752475249,0.1250947920792079,0.11869077227722773,0.2171552475247524,0.1798490099009899,0.16878041584158415,0.07024247524752478,0.22760643564356436,0.093899900990099,0.17623852475247512,0.1691792772277228,0.18750373267326736,0.31848891089108905,0.7285745544554457,0.07841554455445539,0.0710967326732673
8,4.078396039603959,4.442059405940594,4.978910891089107,0.09893038613861387,0.3210958415841583,0.27037732673267334,0.6283943564356438,2.525745544554456,3.548834356435645,3.9701871287128703,0.008107960396039603,0.0,0.00026792079207920794,0.10955154455445544,0.07044950495049504,0.049040178217821785,5.615599009900991,2.891120792079208,3.6662594059405937,0.005619801980198021,0.0,0.0,3.783764554455447,3.1544198019801963,2.7796693069306926,2.819484554455445,0.007732871287128714,0.46898891089108974,0.5185348514851491
9,3.2049801980198005,2.836438613861386,4.0941752475247535,0.10428772277227728,0.4292924752475249,0.3341117821782181,0.6148188118811881,2.2184910891089107,2.162213366336634,2.658345544554455,0.04428138613861387,0.0,0.010334871287128714,0.3065454257425741,0.44817540594059396,0.36153128712871324,0.6049234653465346,0.34541445544554455,0.6133825742574258,0.027160445544554445,0.029107009900990105,0.019979524752475247,4.131734158415843,3.429056336633664,2.622768811881187,2.7229288118811876,0.026326930693069298,0.7409801980198016,0.8352702970297026
